      T          Cv          Cp        S         G(T)      H(T)-H(0)    H(T)
    100.00     84.517     92.832    346.770 -1815741.009   6835.627 -1815706.332 
    105.00     87.104     95.419    351.361 -1815742.754   7306.231 -1815705.861 
    110.00     89.746     98.060    355.861 -1815744.522   7789.905 -1815705.378 
    115.00     92.439    100.754    360.279 -1815746.313   8286.918 -1815704.881 
    120.00     95.185    103.499    364.625 -1815748.125   8797.530 -1815704.370 
    125.00     97.980    106.295    368.907 -1815749.959   9321.995 -1815703.846 
    130.00    100.826    109.140    373.131 -1815751.814   9860.561 -1815703.307 
    135.00    103.720    112.034    377.304 -1815753.690  10413.477 -1815702.754 
    140.00    106.663    114.978    381.431 -1815755.587  10980.987 -1815702.187 
    145.00    109.655    117.969    385.518 -1815757.504  11563.334 -1815701.604 
    150.00    112.695    121.009    389.569 -1815759.442  12160.761 -1815701.007 
    155.00    115.783    124.097    393.587 -1815761.400  12773.508 -1815700.394 
    160.00    118.919    127.233    397.576 -1815763.378  13401.815 -1815699.766 
    165.00    122.102    130.416    401.540 -1815765.376  14045.919 -1815699.122 
    170.00    125.332    133.646    405.481 -1815767.393  14706.056 -1815698.462 
    175.00    128.608    136.922    409.402 -1815769.431  15382.459 -1815697.785 
    180.00    131.930    140.244    413.306 -1815771.487  16075.356 -1815697.092 
    185.00    135.296    143.610    417.194 -1815773.564  16784.973 -1815696.383 
    190.00    138.705    147.020    421.069 -1815775.659  17511.529 -1815695.656 
    195.00    142.157    150.471    424.933 -1815777.774  18255.238 -1815694.912 
    200.00    145.649    153.964    428.786 -1815779.909  19016.309 -1815694.151 
    205.00    149.181    157.496    432.631 -1815782.062  19794.942 -1815693.373 
    210.00    152.751    161.065    436.469 -1815784.235  20591.329 -1815692.576 
    215.00    156.356    164.671    440.301 -1815786.427  21405.654 -1815691.762 
    220.00    159.996    168.310    444.129 -1815788.638  22238.094 -1815690.930 
    225.00    163.668    171.982    447.952 -1815790.868  23088.812 -1815690.079 
    230.00    167.369    175.684    451.773 -1815793.117  23957.965 -1815689.210 
    235.00    171.099    179.413    455.591 -1815795.386  24845.697 -1815688.322 
    240.00    174.854    183.169    459.407 -1815797.673  25752.142 -1815687.415 
    245.00    178.633    186.947    463.223 -1815799.980  26677.423 -1815686.490 
    250.00    182.433    190.747    467.038 -1815802.306  27621.651 -1815685.546 
    255.00    186.251    194.566    470.853 -1815804.650  28584.927 -1815684.583 
    260.00    190.087    198.401    474.668 -1815807.014  29567.337 -1815683.600 
    265.00    193.936    202.250    478.484 -1815809.397  30568.960 -1815682.599 
    270.00    197.797    206.111    482.300 -1815811.799  31589.860 -1815681.578 
    275.00    201.668    209.982    486.118 -1815814.220  32630.090 -1815680.538 
    280.00    205.546    213.860    489.936 -1815816.660  33689.693 -1815679.478 
    285.00    209.429    217.743    493.756 -1815819.119  34768.699 -1815678.399 
    290.00    213.314    221.629    497.576 -1815821.598  35867.128 -1815677.301 
    295.00    217.201    225.515    501.398 -1815824.095  36984.989 -1815676.183 
    300.00    221.086    229.400    505.221 -1815826.612  38122.279 -1815675.045 
    305.00    224.968    233.282    509.045 -1815829.147  39278.987 -1815673.889 
    310.00    228.844    237.158    512.869 -1815831.702  40455.091 -1815672.713 
    315.00    232.713    241.027    516.695 -1815834.276  41650.559 -1815671.517 
    320.00    236.573    244.887    520.521 -1815836.869  42865.350 -1815670.302 
    325.00    240.422    248.736    524.348 -1815839.481  44099.413 -1815669.068 
    330.00    244.258    252.573    528.174 -1815842.112  45352.691 -1815667.815 
    335.00    248.080    256.395    532.001 -1815844.763  46625.115 -1815666.543 
    340.00    251.887    260.201    535.828 -1815847.432  47916.613 -1815665.251 
    345.00    255.676    263.991    539.654 -1815850.121  49227.102 -1815663.941 
    350.00    259.448    267.762    543.480 -1815852.829  50556.492 -1815662.611 
    355.00    263.199    271.513    547.304 -1815855.556  51904.688 -1815661.263 
    360.00    266.929    275.243    551.128 -1815858.302  53271.589 -1815659.896 
    365.00    270.637    278.952    554.950 -1815861.067  54657.086 -1815658.511 
    370.00    274.322    282.637    558.770 -1815863.852  56061.067 -1815657.107 
    375.00    277.983    286.298    562.589 -1815866.655  57483.413 -1815655.684 
    380.00    281.619    289.933    566.405 -1815869.477  58924.001 -1815654.244 
    385.00    285.229    293.543    570.218 -1815872.319  60382.704 -1815652.785 
    390.00    288.812    297.127    574.029 -1815875.180  61859.390 -1815651.308 
    395.00    292.368    300.683    577.837 -1815878.059  63353.924 -1815649.814 
    400.00    295.896    304.210    581.641 -1815880.958  64866.169 -1815648.301 
    405.00    299.395    307.710    585.442 -1815883.876  66395.982 -1815646.772 
    410.00    302.866    311.180    589.239 -1815886.812  67943.219 -1815645.224 
    415.00    306.306    314.621    593.032 -1815889.768  69507.734 -1815643.660 
    420.00    309.717    318.032    596.820 -1815892.743  71089.377 -1815642.078 
    425.00    313.098    321.412    600.604 -1815895.736  72687.999 -1815640.480 
    430.00    316.447    324.762    604.383 -1815898.749  74303.446 -1815638.864 
    435.00    319.766    328.081    608.156 -1815901.780  75935.565 -1815637.232 
    440.00    323.054    331.369    611.925 -1815904.830  77584.201 -1815635.583 
    445.00    326.311    334.625    615.687 -1815907.899  79249.199 -1815633.918 
    450.00    329.536    337.850    619.444 -1815910.987  80930.401 -1815632.237 
    455.00    332.730    341.044    623.195 -1815914.094  82627.651 -1815630.540 
    460.00    335.892    344.206    626.940 -1815917.219  84340.790 -1815628.827 
    465.00    339.023    347.337    630.678 -1815920.363  86069.662 -1815627.098 
    470.00    342.122    350.436    634.409 -1815923.526  87814.109 -1815625.354 
    475.00    345.190    353.504    638.134 -1815926.707  89573.973 -1815623.594 
    480.00    348.226    356.540    641.851 -1815929.907  91349.097 -1815621.819 
    485.00    351.231    359.545    645.562 -1815933.126  93139.325 -1815620.028 
    490.00    354.205    362.519    649.265 -1815936.363  94944.499 -1815618.223 
    495.00    357.147    365.462    652.960 -1815939.618  96764.464 -1815616.403 
    500.00    360.059    368.374    656.648 -1815942.892  98599.066 -1815614.569 
    505.00    362.941    371.255    660.327 -1815946.185 100448.151 -1815612.719 
    510.00    365.791    374.106    663.999 -1815949.496 102311.565 -1815610.856 
    515.00    368.612    376.926    667.663 -1815952.825 104189.157 -1815608.978 
    520.00    371.402    379.716    671.318 -1815956.172 106080.776 -1815607.087 
    525.00    374.163    382.477    674.965 -1815959.538 107986.272 -1815605.181 
    530.00    376.894    385.208    678.603 -1815962.922 109905.497 -1815603.262 
    535.00    379.595    387.910    682.233 -1815966.324 111838.304 -1815601.329 
    540.00    382.268    390.583    685.854 -1815969.744 113784.546 -1815599.383 
    545.00    384.912    393.227    689.466 -1815973.183 115744.081 -1815597.424 
    550.00    387.528    395.842    693.069 -1815976.639 117716.764 -1815595.451 
    555.00    390.115    398.430    696.663 -1815980.113 119702.456 -1815593.465 
    560.00    392.675    400.989    700.248 -1815983.605 121701.014 -1815591.467 
    565.00    395.207    403.522    703.824 -1815987.116 123712.303 -1815589.455 
    570.00    397.712    406.026    707.390 -1815990.644 125736.184 -1815587.431 
    575.00    400.190    408.505    710.947 -1815994.190 127772.523 -1815585.395 
    580.00    402.642    410.956    714.494 -1815997.753 129821.186 -1815583.346 
    585.00    405.067    413.382    718.032 -1816001.334 131882.041 -1815581.286 
    590.00    407.467    415.781    721.561 -1816004.933 133954.958 -1815579.213 
    595.00    409.840    418.155    725.079 -1816008.550 136039.809 -1815577.128 
    600.00    412.189    420.504    728.588 -1816012.184 138136.465 -1815575.031 
    605.00    414.513    422.827    732.088 -1816015.836 140244.803 -1815572.923 
    610.00    416.812    425.126    735.577 -1816019.505 142364.697 -1815570.803 
    615.00    419.087    427.401    739.057 -1816023.192 144496.026 -1815568.672 
    620.00    421.338    429.652    742.527 -1816026.896 146638.669 -1815566.529 
    625.00    423.565    431.879    745.987 -1816030.617 148792.508 -1815564.375 
    630.00    425.769    434.083    749.437 -1816034.355 150957.424 -1815562.210 
    635.00    427.950    436.264    752.877 -1816038.111 153133.303 -1815560.034 
    640.00    430.108    438.423    756.307 -1816041.884 155320.030 -1815557.848 
    645.00    432.244    440.559    759.727 -1816045.674 157517.492 -1815555.650 
    650.00    434.358    442.672    763.138 -1816049.482 159725.579 -1815553.442 
    655.00    436.450    444.765    766.538 -1816053.306 161944.180 -1815551.223 
    660.00    438.521    446.835    769.928 -1816057.147 164173.189 -1815548.994 
    665.00    440.570    448.885    773.308 -1816061.005 166412.497 -1815546.755 
    670.00    442.599    450.913    776.678 -1816064.880 168662.002 -1815544.506 
    675.00    444.607    452.922    780.038 -1816068.772 170921.598 -1815542.246 
    680.00    446.595    454.909    783.388 -1816072.680 173191.184 -1815539.976 
    685.00    448.563    456.877    786.728 -1816076.606 175470.659 -1815537.697 
    690.00    450.511    458.825    790.058 -1816080.548 177759.923 -1815535.408 
    695.00    452.440    460.754    793.378 -1816084.506 180058.880 -1815533.109 
    700.00    454.349    462.664    796.687 -1816088.481 182367.432 -1815530.800 
    705.00    456.240    464.554    799.987 -1816092.473 184685.485 -1815528.482 
    710.00    458.112    466.426    803.277 -1816096.481 187012.944 -1815526.155 
    715.00    459.965    468.280    806.556 -1816100.506 189349.717 -1815523.818 
    720.00    461.801    470.115    809.826 -1816104.547 191695.713 -1815521.472 
    725.00    463.619    471.933    813.086 -1816108.604 194050.841 -1815519.117 
    730.00    465.419    473.733    816.336 -1816112.678 196415.013 -1815516.753 
    735.00    467.201    475.516    819.575 -1816116.767 198788.142 -1815514.379 
    740.00    468.967    477.281    822.805 -1816120.873 201170.141 -1815511.997 
    745.00    470.715    479.030    826.025 -1816124.995 203560.926 -1815509.607 
    750.00    472.447    480.762    829.235 -1816129.134 205960.411 -1815507.207 
    755.00    474.163    482.477    832.435 -1816133.288 208368.514 -1815504.799 
    760.00    475.862    484.176    835.626 -1816137.458 210785.154 -1815502.382 
    765.00    477.545    485.860    838.806 -1816141.644 213210.251 -1815499.957 
    770.00    479.212    487.527    841.977 -1816145.846 215643.723 -1815497.524 
    775.00    480.864    489.179    845.137 -1816150.064 218085.494 -1815495.082 
    780.00    482.501    490.815    848.289 -1816154.297 220535.485 -1815492.632 
    785.00    484.122    492.436    851.430 -1816158.547 222993.620 -1815490.174 
    790.00    485.728    494.043    854.562 -1816162.812 225459.824 -1815487.708 
    795.00    487.320    495.634    857.684 -1816167.092 227934.023 -1815485.234 
    800.00    488.897    497.211    860.796 -1816171.388 230416.143 -1815482.751 
    805.00    490.459    498.774    863.899 -1816175.700 232906.111 -1815480.262 
    810.00    492.008    500.322    866.992 -1816180.027 235403.856 -1815477.764 
    815.00    493.542    501.856    870.076 -1816184.370 237909.307 -1815475.258 
    820.00    495.062    503.377    873.150 -1816188.728 240422.395 -1815472.745 
    825.00    496.569    504.883    876.214 -1816193.101 242943.051 -1815470.225 
    830.00    498.062    506.377    879.270 -1816197.490 245471.207 -1815467.696 
    835.00    499.542    507.856    882.315 -1816201.894 248006.795 -1815465.161 
    840.00    501.009    509.323    885.352 -1816206.313 250549.750 -1815462.618 
    845.00    502.462    510.777    888.379 -1816210.748 253100.005 -1815460.068 
    850.00    503.903    512.218    891.396 -1816215.197 255657.497 -1815457.510 
    855.00    505.331    513.646    894.405 -1816219.662 258222.162 -1815454.945 
    860.00    506.747    515.062    897.404 -1816224.141 260793.935 -1815452.374 
    865.00    508.150    516.465    900.394 -1816228.636 263372.756 -1815449.795 
    870.00    509.541    517.856    903.375 -1816233.145 265958.562 -1815447.209 
    875.00    510.920    519.235    906.346 -1816237.669 268551.293 -1815444.616 
    880.00    512.287    520.602    909.309 -1816242.209 271150.889 -1815442.017 
    885.00    513.642    521.957    912.262 -1816246.762 273757.289 -1815439.410 
    890.00    514.986    523.300    915.207 -1816251.331 276370.436 -1815436.797 
    895.00    516.318    524.632    918.142 -1816255.915 278990.271 -1815434.177 
    900.00    517.638    525.953    921.068 -1816260.513 281616.737 -1815431.551 
    905.00    518.947    527.262    923.986 -1816265.125 284249.778 -1815428.918 
    910.00    520.245    528.560    926.895 -1816269.752 286889.337 -1815426.278 
    915.00    521.533    529.847    929.794 -1816274.394 289535.359 -1815423.632 
    920.00    522.809    531.123    932.685 -1816279.050 292187.789 -1815420.980 
    925.00    524.074    532.389    935.567 -1816283.721 294846.573 -1815418.321 
    930.00    525.329    533.643    938.441 -1816288.406 297511.658 -1815415.656 
    935.00    526.573    534.888    941.306 -1816293.105 300182.990 -1815412.985 
    940.00    527.807    536.122    944.162 -1816297.819 302860.518 -1815410.307 
    945.00    529.031    537.345    947.009 -1816302.547 305544.188 -1815407.623 
    950.00    530.244    538.558    949.848 -1816307.289 308233.952 -1815404.934 
    955.00    531.447    539.762    952.678 -1816312.045 310929.756 -1815402.238 
    960.00    532.641    540.955    955.500 -1816316.816 313631.553 -1815399.536 
    965.00    533.824    542.139    958.313 -1816321.600 316339.291 -1815396.828 
    970.00    534.998    543.312    961.118 -1816326.399 319052.922 -1815394.115 
    975.00    536.162    544.476    963.914 -1816331.212 321772.398 -1815391.395 
    980.00    537.316    545.631    966.702 -1816336.038 324497.670 -1815388.670 
    985.00    538.462    546.776    969.482 -1816340.879 327228.691 -1815385.939 
    990.00    539.597    547.912    972.253 -1816345.733 329965.414 -1815383.202 
    995.00    540.724    549.038    975.016 -1816350.601 332707.793 -1815380.460 
   1000.00    541.841    550.156    977.771 -1816355.483 335455.781 -1815377.712 
