<-10_90.xyz>
     22          1           0       -1.752009    4.306005   -1.349794
     23          1           0       -0.258793    5.588626    0.152832
     24          1           0        0.399649   -5.582720   -0.187577
</-20_90.xyz>

<-30_90.xyz>
      1          6           0       -0.271270    4.506201    0.207957
      2          6           0       -1.043408    3.798764   -0.707243
      3          6           0        0.470949    3.817131    1.161259
      4          1           0        1.075993    4.360632    1.874468
      5          6           0       -1.076669    2.409758   -0.673592
      6          6           0        0.443001    2.428291    1.204359
      7          1           0       -1.676989    1.850680   -1.377810
      8          1           0        1.012820    1.884293    1.944975
      9          6           0       -0.323895    1.729711    0.277830
     10          7           0       -0.413568    0.304214    0.366302
     11          7           0        0.400961   -0.303314   -0.342836
     12          6           0        0.782195   -3.821404   -1.343149
     13          6           0        0.786617   -2.432864   -1.361996
     14          6           0        0.341984   -1.724121   -0.248117
     15          6           0       -0.054093   -2.399869    0.907612
     16          6           0       -0.033470   -3.786007    0.927103
     17          6           0        0.374741   -4.498980   -0.198712
     18          1           0        1.109213   -4.373412   -2.213614
     19          1           0        1.121592   -1.882547   -2.230327
     20          1           0       -0.331025   -4.315028    1.822455
     21          1           0       -0.367031   -1.830964    1.770928
     22          1           0       -1.621886    4.328005   -1.452507
     23          1           0       -0.249580    5.586897    0.179812
     24          1           0        0.387864   -5.580302   -0.177020
</-30_90.xyz>

<-40_90.xyz>
      1          6           0       -0.269330    4.504583    0.220370
      2          6           0       -0.968673    3.810542   -0.761195
      3          6           0        0.391864    3.802145    1.222303
      4          1           0        0.940053    4.335288    1.987382
      5          6           0       -1.009685    2.421418   -0.745573
      6          6           0        0.355307    2.413067    1.247884
      7          1           0       -1.554183    1.872591   -1.501335
      8          1           0        0.862029    1.858706    2.025743
      9          6           0       -0.337697    1.728357    0.255396
     10          7           0       -0.439993    0.301546    0.321031
     11          7           0        0.425528   -0.302042   -0.327278
     12          6           0        0.685521   -3.824217   -1.366472
     13          6           0        0.700518   -2.436248   -1.390293
     14          6           0        0.349904   -1.723146   -0.246091
     15          6           0        0.052309   -2.392329    0.940966
     16          6           0        0.067179   -3.779509    0.964241
     17          6           0        0.372388   -4.497399   -0.189360
     18          1           0        0.934080   -4.380472   -2.259922
     19          1           0        0.969996   -1.892282   -2.285040
     20          1           0       -0.155005   -4.303294    1.884172
     21          1           0       -0.182742   -1.818641    1.825823
     22          1           0       -1.483913    4.350366   -1.544284
     23          1           0       -0.241432    5.585396    0.205865
     24          1           0        0.381024   -5.578662   -0.166196
</-40_90.xyz>

<-50_90.xyz>
      1          6           0       -0.267257    4.503973    0.228511
      2          6           0       -0.888728    3.821212   -0.811580
      3          6           0        0.308887    3.790558    1.274249
      4          1           0        0.796144    4.315030    2.085151
      5          6           0       -0.936344    2.432197   -0.810969
      6          6           0        0.264779    2.401509    1.285295
      7          1           0       -1.421035    1.892002   -1.612298
      8          1           0        0.705012    1.838634    2.096775
      9          6           0       -0.349055    1.728565    0.234637
     10          7           0       -0.462463    0.300751    0.279999
     11          7           0        0.448770   -0.301065   -0.301980
     12          6           0        0.587152   -3.823013   -1.382069
     13          6           0        0.608484   -2.435365   -1.406888
     14          6           0        0.356116   -1.723303   -0.236759
     15          6           0        0.159348   -2.391501    0.969968
     16          6           0        0.170024   -3.779770    0.991719
     17          6           0        0.372234   -4.497390   -0.183226
     18          1           0        0.755580   -4.379031   -2.294226
     19          1           0        0.806904   -1.893826   -2.321484
     20          1           0        0.023298   -4.302480    1.927228
     21          1           0        0.001630   -1.817698    1.872000
     22          1           0       -1.337620    4.369703   -1.628720
     23          1           0       -0.233961    5.584716    0.225351
     24          1           0        0.377149   -5.578646   -0.162548
</-50_90.xyz>

<-60_90.xyz>
      1          6           0       -0.265823    4.504404    0.231172
      2          6           0       -0.803851    3.829506   -0.859320
      3          6           0        0.221208    3.783549    1.316371
      4          1           0        0.643122    4.302035    2.166765
      5          6           0       -0.856451    2.440698   -0.869938
      6          6           0        0.171049    2.394673    1.316633
      7          1           0       -1.276888    1.906501   -1.710611
      8          1           0        0.541454    1.825925    2.158317
      9          6           0       -0.357993    1.730079    0.216015
     10          7           0       -0.480232    0.301490    0.244461
     11          7           0        0.471900   -0.300194   -0.264881
     12          6           0        0.486444   -3.816344   -1.390728
     13          6           0        0.511580   -2.428594   -1.409752
     14          6           0        0.364146   -1.724430   -0.217766
     15          6           0        0.269100   -2.398748    0.996230
     16          6           0        0.274401   -3.788030    1.008807
     17          6           0        0.372429   -4.498844   -0.182502
     18          1           0        0.572114   -4.366463   -2.317927
     19          1           0        0.633127   -1.884112   -2.335985
     20          1           0        0.202721   -4.315145    1.950571
     21          1           0        0.190211   -1.830961    1.912506
     22          1           0       -1.183221    4.383928   -1.707091
     23          1           0       -0.228335    5.584990    0.236392
     24          1           0        0.372837   -5.580149   -0.169603
</-60_90.xyz>

<-70_90.xyz>
      1          6           0       -0.267023    4.505282    0.229985
      2          6           0       -0.714047    3.835330   -0.903773
      3          6           0        0.126421    3.779844    1.349565
      4          1           0        0.477143    4.294608    2.233860
      5          6           0       -0.768616    2.446671   -0.923471
      6          6           0        0.073231    2.391117    1.341069
      7          1           0       -1.118909    1.916238   -1.798004
      8          1           0        0.370281    1.818657    2.208889
      9          6           0       -0.363573    1.731932    0.197807
     10          7           0       -0.491339    0.302650    0.211563
     11          7           0        0.497278   -0.299159   -0.218587
     12          6           0        0.381605   -3.804386   -1.391689
     13          6           0        0.410919   -2.416216   -1.398668
     14          6           0        0.378523   -1.725961   -0.190896
     15          6           0        0.384973   -2.412442    1.018663
     16          6           0        0.380183   -3.802355    1.015814
     17          6           0        0.370338   -4.500702   -0.186299
     18          1           0        0.379978   -4.343706   -2.329190
     19          1           0        0.449285   -1.863947   -2.327471
     20          1           0        0.383223   -4.338714    1.955081
     21          1           0        0.389802   -1.856140    1.945475
     22          1           0       -1.020365    4.393413   -1.778239
     23          1           0       -0.227689    5.585738    0.241958
     24          1           0        0.363425   -5.581986   -0.185305
</-70_90.xyz>

<-80_90.xyz>
      1          6           0       -0.272439    4.505340    0.226770
      2          6           0       -0.619858    3.838690   -0.943218
      3          6           0        0.022936    3.776829    1.374194
      4          1           0        0.295756    4.289163    2.286892
      5          6           0       -0.672275    2.450065   -0.971405
      6          6           0       -0.029125    2.388149    1.357397
      7          1           0       -0.945730    1.922144   -1.874403
      8          1           0        0.191192    1.813136    2.246126
      9          6           0       -0.365099    1.732633    0.178678
     10          7           0       -0.493691    0.302650    0.178065
     11          7           0        0.527319   -0.297672   -0.166703
     12          6           0        0.271586   -3.787280   -1.383351
     13          6           0        0.308627   -2.398690   -1.374044
     14          6           0        0.402795   -1.726923   -0.160126
     15          6           0        0.509274   -2.429872    1.034345
     16          6           0        0.486503   -3.819639    1.013083
     17          6           0        0.363112   -4.501165   -0.192391
     18          1           0        0.177353   -4.312224   -2.324318
     19          1           0        0.258669   -1.834657   -2.295174
     20          1           0        0.563434   -4.368849    1.941726
     21          1           0        0.604699   -1.888865    1.965430
     22          1           0       -0.849639    4.399225   -1.839292
     23          1           0       -0.234452    5.585748    0.245089
     24          1           0        0.344099   -5.582173   -0.205232
</-80_90.xyz>

<-90_90.xyz>
      1          6           0       -0.281036    4.503668    0.223770
      2          6           0       -0.521916    3.841132   -0.974963
      3          6           0       -0.087643    3.771167    1.390230
      4          1           0        0.101839    4.280392    2.325486
      5          6           0       -0.569031    2.452529   -1.012882
      6          6           0       -0.135534    2.382507    1.363762
      7          1           0       -0.759954    1.927830   -1.938699
      8          1           0        0.005406    1.804213    2.266365
      9          6           0       -0.363879    1.731309    0.157281
     10          7           0       -0.488999    0.300781    0.140530
     11          7           0        0.559421   -0.296133   -0.114020
     12          6           0        0.158060   -3.766520   -1.363718
     13          6           0        0.205953   -2.377860   -1.337250
     14          6           0        0.434301   -1.726662   -0.130771
     15          6           0        0.639457   -2.447882    1.039392
     16          6           0        0.592340   -3.836485    1.001474
     17          6           0        0.351455   -4.499021   -0.197258
     18          1           0       -0.031427   -4.275745   -2.298973
     19          1           0        0.065011   -1.799566   -2.239854
     20          1           0        0.742518   -4.400153    1.912327
     21          1           0        0.830383   -1.923184    1.965209
     22          1           0       -0.672094    4.404800   -1.885816
     23          1           0       -0.246752    5.584047    0.249431
     24          1           0        0.317169   -5.579400   -0.222917
</-90_90.xyz>

<0_90.xyz>
      1          6           0       -0.282705    4.510395    0.176695
      2          6           0       -1.239819    3.765509   -0.503883
      3          6           0        0.679918    3.860226    0.941772
      4          1           0        1.429039    4.432936    1.471883
      5          6           0       -1.238404    2.377964   -0.423434
      6          6           0        0.688175    2.473395    1.030751
      7          1           0       -1.980144    1.790296   -0.946338
      8          1           0        1.428524    1.959399    1.628015
      9          6           0       -0.266238    1.736376    0.337063
     10          7           0       -0.305817    0.315137    0.486820
     11          7           0        0.324325   -0.307795   -0.380243
     12          6           0        1.058923   -3.808091   -1.212368
     13          6           0        1.013220   -2.419412   -1.235904
     14          6           0        0.301669   -1.728973   -0.257592
     15          6           0       -0.368857   -2.427200    0.751286
     16          6           0       -0.319181   -3.810952    0.768811
     17          6           0        0.393264   -4.504192   -0.210752
     18          1           0        1.611457   -4.343563   -1.972126
     19          1           0        1.521307   -1.851022   -2.002563
     20          1           0       -0.835785   -4.357293    1.546524
     21          1           0       -0.915722   -1.876099    1.501921
     22          1           0       -1.990539    4.264105   -1.102240
     23          1           0       -0.288067    5.589806    0.113099
     24          1           0        0.426504   -5.585188   -0.189059
</0_90.xyz>

<10_90.xyz>
      1          6           0       -0.291710    4.509383    0.174762
      2          6           0       -1.295990    3.753495   -0.420281
      3          6           0        0.735121    3.870950    0.862385
      4          1           0        1.520875    4.452348    1.325801
      5          6           0       -1.277734    2.366533   -0.331683
      6          6           0        0.760646    2.484897    0.959291
      7          1           0       -2.055388    1.770422   -0.788751
      8          1           0        1.550705    1.979866    1.497572
      9          6           0       -0.241770    1.736790    0.350420
     10          7           0       -0.258589    0.316312    0.512623
     11          7           0        0.302510   -0.308747   -0.399161
     12          6           0        1.140531   -3.805070   -1.148375
     13          6           0        1.082021   -2.417308   -1.185575
     14          6           0        0.290358   -1.729060   -0.269164
     15          6           0       -0.463629   -2.429075    0.677277
     16          6           0       -0.407317   -3.812655    0.703148
     17          6           0        0.395932   -4.503172   -0.205157
     18          1           0        1.760219   -4.338847   -1.855720
     19          1           0        1.643595   -1.848276   -1.913471
     20          1           0       -0.991479   -4.360624    1.430244
     21          1           0       -1.080669   -1.879708    1.372817
     22          1           0       -2.096861    4.242913   -0.958126
     23          1           0       -0.310108    5.588273    0.105070
     24          1           0        0.433778   -5.583876   -0.177810
</10_90.xyz>

<20_90.xyz>
      1          6           0       -0.303849    4.507238    0.177202
      2          6           0       -1.346456    3.739996   -0.330986
      3          6           0        0.781020    3.880970    0.781939
      4          1           0        1.596553    4.471320    1.177614
      5          6           0       -1.308766    2.353668   -0.238272
      6          6           0        0.826521    2.495718    0.882561
      7          1           0       -2.115668    1.748851   -0.628333
      8          1           0        1.661751    2.000016    1.357577
      9          6           0       -0.215208    1.736316    0.359951
     10          7           0       -0.206425    0.316276    0.530264
     11          7           0        0.283565   -0.309411   -0.421029
     12          6           0        1.213132   -3.803167   -1.076871
     13          6           0        1.148224   -2.416604   -1.130813
     14          6           0        0.283811   -1.728276   -0.282569
     15          6           0       -0.548682   -2.427035    0.595477
     16          6           0       -0.490488   -3.810889    0.632116
     17          6           0        0.393441   -4.501009   -0.197082
     18          1           0        1.893173   -4.337412   -1.726047
     19          1           0        1.761939   -1.849718   -1.817121
     20          1           0       -1.137407   -4.358180    1.304500
     21          1           0       -1.227955   -1.876993    1.229987
     22          1           0       -2.192671    4.219936   -0.804019
     23          1           0       -0.337360    5.585566    0.104590
     24          1           0        0.432853   -5.581414   -0.162499
</20_90.xyz>

<30_90.xyz>
      1          6           0       -0.316906    4.504431    0.181018
      2          6           0       -1.390138    3.725711   -0.238103
      3          6           0        0.818930    3.890709    0.698820
      4          1           0        1.658221    4.490156    1.024997
      5          6           0       -1.332378    2.340221   -0.143016
      6          6           0        0.885055    2.506440    0.801345
      7          1           0       -2.162538    1.726527   -0.464411
      8          1           0        1.760154    2.020351    1.209843
      9          6           0       -0.188471    1.735764    0.367491
     10          7           0       -0.152893    0.316035    0.542854
     11          7           0        0.264245   -0.309849   -0.441999
     12          6           0        1.276874   -3.800681   -0.999556
     13          6           0        1.210665   -2.415346   -1.069113
     14          6           0        0.279843   -1.727144   -0.294053
     15          6           0       -0.624750   -2.424344    0.508969
     16          6           0       -0.567943   -3.808851    0.555220
     17          6           0        0.386820   -4.498581   -0.189831
     18          1           0        2.011213   -4.335434   -1.586196
     19          1           0        1.874977   -1.851221   -1.709044
     20          1           0       -1.271652   -4.355055    1.168826
     21          1           0       -1.358298   -1.873322    1.079246
     22          1           0       -2.276081    4.195906   -0.643284
     23          1           0       -0.365982    5.582048    0.106850
     24          1           0        0.426080   -5.578707   -0.148737
</30_90.xyz>

<40_90.xyz>
      1          6           0       -0.328698    4.502184    0.184830
      2          6           0       -1.425472    3.712982   -0.143976
      3          6           0        0.849865    3.900179    0.613140
      4          1           0        1.707398    4.507912    0.868867
      5          6           0       -1.348844    2.328475   -0.047692
      6          6           0        0.935496    2.517009    0.716076
      7          1           0       -2.196946    1.706702   -0.299114
      8          1           0        1.844239    2.039928    1.055958
      9          6           0       -0.162817    1.736139    0.372412
     10          7           0       -0.101414    0.316822    0.551355
     11          7           0        0.240571   -0.310688   -0.460223
     12          6           0        1.332014   -3.796579   -0.918086
     13          6           0        1.266644   -2.412254   -0.999254
     14          6           0        0.274874   -1.726721   -0.301328
     15          6           0       -0.693196   -2.424695    0.420575
     16          6           0       -0.637710   -3.810044    0.473576
     17          6           0        0.378837   -4.497219   -0.184989
     18          1           0        2.115116   -4.329825   -1.439477
     19          1           0        1.978380   -1.849363   -1.587195
     20          1           0       -1.390529   -4.356655    1.025359
     21          1           0       -1.473970   -1.874552    0.925667
     22          1           0       -2.344735    4.174115   -0.479270
     23          1           0       -0.392487    5.578983    0.110113
     24          1           0        0.418431   -5.577071   -0.139186
</40_90.xyz>

<50_90.xyz>
      1          6           0       -0.336746    4.500962    0.186280
      2          6           0       -1.451495    3.703591   -0.049064
      3          6           0        0.875959    3.908526    0.522725
      4          1           0        1.747368    4.522768    0.705490
      5          6           0       -1.358985    2.320191    0.049191
      6          6           0        0.978068    2.526544    0.626765
      7          1           0       -2.220693    1.692064   -0.129687
      8          1           0        1.913915    2.056804    0.895974
      9          6           0       -0.139519    1.737867    0.376608
     10          7           0       -0.055027    0.319038    0.558524
     11          7           0        0.208828   -0.311967   -0.472832
     12          6           0        1.380288   -3.788637   -0.832518
     13          6           0        1.313873   -2.404930   -0.919385
     14          6           0        0.264045   -1.727497   -0.303835
     15          6           0       -0.757470   -2.431488    0.330455
     16          6           0       -0.699238   -3.817635    0.386333
     17          6           0        0.372777   -4.497396   -0.183801
     18          1           0        2.208512   -4.315989   -1.285838
     19          1           0        2.068933   -1.839253   -1.447600
     20          1           0       -1.492890   -4.368443    0.872810
     21          1           0       -1.580995   -1.886680    0.769571
     22          1           0       -2.397368    4.157401   -0.312594
     23          1           0       -0.412902    5.576865    0.110395
     24          1           0        0.415809   -5.576941   -0.135828
</50_90.xyz>

<60_90.xyz>
      1          6           0       -0.339328    4.501113    0.186207
      2          6           0       -1.467162    3.699550    0.047115
      3          6           0        0.898325    3.914089    0.427853
      4          1           0        1.779795    4.531701    0.535441
      5          6           0       -1.363051    2.317113    0.147249
      6          6           0        1.012592    2.533112    0.532774
      7          1           0       -2.234581    1.685691    0.043344
      8          1           0        1.968485    2.067552    0.728895
      9          6           0       -0.119379    1.740634    0.378993
     10          7           0       -0.015925    0.322225    0.562901
     11          7           0        0.165713   -0.313878   -0.481419
     12          6           0        1.422872   -3.775340   -0.742058
     13          6           0        1.349573   -2.391988   -0.830241
     14          6           0        0.243289   -1.729804   -0.304797
     15          6           0       -0.819891   -2.446495    0.236994
     16          6           0       -0.751030   -3.832960    0.294492
     17          6           0        0.372119   -4.498834   -0.184268
     18          1           0        2.293598   -4.291068   -1.123535
     19          1           0        2.141981   -1.818141   -1.290603
     20          1           0       -1.576265   -4.393051    0.713052
     21          1           0       -1.683777   -1.913146    0.607736
     22          1           0       -2.432506    4.149277   -0.142299
     23          1           0       -0.424515    5.576251    0.109256
     24          1           0        0.424116   -5.577841   -0.134947
</60_90.xyz>

<70_90.xyz>
      1          6           0       -0.337599    4.502043    0.186944
      2          6           0       -1.472585    3.699505    0.146731
      3          6           0        0.916238    3.916902    0.329154
      4          1           0        1.803126    4.535347    0.359533
      5          6           0       -1.359663    2.317764    0.246776
      6          6           0        1.039791    2.536615    0.432954
      7          1           0       -2.236300    1.685472    0.219962
      8          1           0        2.008970    2.072516    0.552332
      9          6           0       -0.100631    1.743567    0.378308
     10          7           0        0.018531    0.325378    0.562013
     11          7           0        0.113332   -0.316173   -0.488782
     12          6           0        1.459311   -3.756956   -0.645287
     13          6           0        1.373215   -2.373915   -0.732900
     14          6           0        0.213108   -1.733255   -0.308692
     15          6           0       -0.880345   -2.468084    0.137070
     16          6           0       -0.793453   -3.853950    0.198383
     17          6           0        0.376484   -4.500378   -0.183995
     18          1           0        2.369283   -4.256191   -0.949411
     19          1           0        2.196292   -1.787101   -1.116745
     20          1           0       -1.641664   -4.427723    0.546570
     21          1           0       -1.782431   -1.951717    0.433909
     22          1           0       -2.450563    4.147896    0.035019
     23          1           0       -0.429606    5.576643    0.110472
     24          1           0        0.442207   -5.578443   -0.132182
</70_90.xyz>

<80_90.xyz>
      1          6           0       -0.332736    4.502496    0.190783
      2          6           0       -1.467587    3.701079    0.251874
      3          6           0        0.928308    3.916751    0.227472
      4          1           0        1.814930    4.534367    0.178625
      5          6           0       -1.347538    2.319681    0.348235
      6          6           0        1.059367    2.536796    0.326647
      7          1           0       -2.223542    1.688126    0.400275
      8          1           0        2.034916    2.072217    0.364451
      9          6           0       -0.082222    1.745209    0.373751
     10          7           0        0.050818    0.326941    0.553015
     11          7           0        0.054441   -0.318523   -0.498253
     12          6           0        1.488584   -3.733697   -0.540572
     13          6           0        1.384705   -2.351314   -0.629199
     14          6           0        0.176113   -1.736865   -0.320162
     15          6           0       -0.937027   -2.493470    0.027270
     16          6           0       -0.826841   -3.877391    0.098422
     17          6           0        0.384548   -4.500187   -0.180007
     18          1           0        2.433027   -4.212951   -0.760133
     19          1           0        2.230598   -1.747814   -0.928124
     20          1           0       -1.690052   -4.467958    0.374152
     21          1           0       -1.873587   -1.997907    0.241762
     22          1           0       -2.451200    4.150067    0.222521
     23          1           0       -0.430218    5.576829    0.117528
     24          1           0        0.467241   -5.576721   -0.122196
</80_90.xyz>

<90_90.xyz>
      1          6           0       -0.326684    4.501380    0.198166
      2          6           0       -1.452156    3.701162    0.362141
      3          6           0        0.932265    3.914698    0.124283
      4          1           0        1.811425    4.531386   -0.004916
      5          6           0       -1.324999    2.319931    0.451196
      6          6           0        1.070692    2.534864    0.215112
      7          1           0       -2.193141    1.689159    0.582980
      8          1           0        2.045488    2.069628    0.167148
      9          6           0       -0.062767    1.744648    0.365585
     10          7           0        0.084099    0.326236    0.535537
     11          7           0       -0.006187   -0.320947   -0.510076
     12          6           0        1.508571   -3.706856   -0.428218
     13          6           0        1.384721   -2.325773   -0.521083
     14          6           0        0.137589   -1.739625   -0.339690
     15          6           0       -0.985988   -2.519421   -0.092708
     16          6           0       -0.851704   -3.900041   -0.004639
     17          6           0        0.393194   -4.497067   -0.171105
     18          1           0        2.479919   -4.164918   -0.556987
     19          1           0        2.244008   -1.703318   -0.728803
     20          1           0       -1.722864   -4.508727    0.196631
     21          1           0       -1.949946   -2.045698    0.030911
     22          1           0       -2.434155    4.150994    0.419210
     23          1           0       -0.429604    5.575594    0.130912
     24          1           0        0.493270   -5.571526   -0.103449
</90_90.xyz>

